leaid,ncessch,report_dis,report_race,report_sex,counselors_fte,psych_fte,law_fte,enrollment,teachers_fte,lunch_program,title1_s,title1_e,read_test,math_test
0403400,040340001490,0,1,0,0,1,0,524,37,1,0,0,62,55
0403400,040340001537,0,0,0,0,1,0,448,32,1,0,0,44,39
0403400,040340001669,0,1,1,1,1,0,1209,54,1,0,0,55,52
0403400,040340001670,0,1,1,1,1,1,1607,74,1,0,0,52,52
0403400,040340001838,0,0,1,0,1,0,542,31,1,0,0,42,43
0403400,040340001839,0,0,1,0,1,0,600,34,1,0,0,59,58
0403400,040340001984,0,0,0,0,1,0,548,36,1,0,0,71,70
0403400,040340001985,0,0,1,0,1,0,592,41,1,0,0,47,38
0403400,040340001986,0,0,0,0,1,0,786,44,1,0,0,68,67
0403400,040340002112,0,1,1,1,1,0,1234,55,1,0,0,52,38
0403400,040340002114,0,0,0,0,1,0,999,57,1,0,0,63,49
0403400,040340002283,0,0,1,1,1,1,2626,117,1,0,0,51,51
0403400,040340002284,0,1,0,0,1,0,808,53,1,0,0,66,67
0403400,040340002432,0,1,1,1,1,0,1006,51,1,0,0,55,59
0403400,040340002476,0,1,0,0,1,0,819,45,1,0,0,62,55
0403400,040340002662,0,0,0,0,1,0,875,49,1,0,0,71,74
0403400,040340002777,0,1,1,1,1,0,236,0,1,0,0,NA,NA
0403400,040340002833,0,0,0,0,1,0,653,31,1,0,0,66,66
0403400,040340002840,0,0,1,1,1,0,310,15,0,0,0,85,88
0403400,040340002965,0,0,0,1,1,1,1929,87,1,0,0,71,79
0403400,040340003146,0,0,0,0,1,0,591,36,1,0,0,62,60
0403400,040340003261,0,0,0,0,0,0,64,0,0,0,0,52,57
0403400,040340003262,0,0,0,0,0,0,6,0,0,0,0,NA,NA
0403420,040342000058,0,0,1,1,1,0,704,34,1,0,0,39,46
0403420,040342000262,0,0,1,1,1,0,706,36,1,0,0,31,28
0403420,040342000263,0,0,1,1,1,0,789,35,1,0,0,28,26
0403420,040342000264,0,0,1,1,1,0,653,35,1,0,0,30,33
0403420,040342000266,0,0,1,1,1,0,798,42,1,0,0,23,21
0403420,040342000267,0,0,1,1,1,0,538,26,1,0,0,25,24
0403420,040342000268,0,0,1,1,1,0,688,36,1,0,0,28,28
0403420,040342000269,0,0,1,1,1,0,741,45,1,0,0,29,35
0403420,040342000270,0,0,1,1,1,0,891,38,1,0,0,21,20
0403420,040342000271,0,0,1,1,1,0,838,41,1,0,0,40,35
0403420,040342000272,0,0,1,1,1,0,681,34,1,0,0,27,37
0403420,040342001254,0,0,1,1,1,0,704,38,1,0,0,22,42
0403420,040342001402,0,0,1,1,1,0,721,33,1,0,0,28,26
0403420,040342001538,0,0,1,1,1,0,555,28,1,0,0,27,37
0403420,040342002121,0,0,1,1,1,0,752,37,1,0,0,39,39
0403420,040342002281,0,0,0,1,1,0,878,44,1,0,0,31,38
0403420,040342002493,0,0,1,1,1,0,888,42,1,0,0,28,36
0403450,040345000275,0,0,0,1,1,1,1960,89,1,0,0,45,65
0403450,040345000277,0,0,0,1,1,0,1119,60,1,0,0,42,47
0403450,040345000278,0,0,0,1,1,1,1773,85,1,0,0,30,47
0403450,040345000279,0,0,0,1,1,0,1393,65,1,0,0,67,62
0403450,040345000280,0,0,0,1,1,0,1430,76,1,0,0,52,72
0403450,040345000281,0,0,0,1,1,0,2066,92,1,0,0,60,69
0403450,040345000282,0,0,0,1,1,0,1488,72,1,0,0,59,76
0403450,040345000283,0,0,0,1,1,0,1638,79,1,0,0,44,59
0403450,040345000284,0,0,0,1,1,1,1959,96,1,0,0,48,55
0403450,040345001574,0,0,0,1,0,0,123,10,0,0,0,32,37
0403450,040345003510,0,0,0,1,0,0,43,5,0,0,0,62,77
0403500,040350000287,0,0,0,1,0,0,477,26,1,0,0,34.5,24.5
0403500,040350000289,0,0,0,1,0,0,811,35,1,0,0,31,26
0403500,040350002422,0,0,0,0,0,0,313,14,1,0,0,21,17
0403550,040355000290,0,0,0,1,0,0,211,14,1,0,0,42,32
0403550,040355000291,0,0,0,1,0,0,69,4,1,0,0,24.5,75
0403660,040366000065,0,0,0,0,0,0,28,4,1,1,1,69.5,69.5
0403730,040373000293,0,0,0,1,1,0,70,8,0,0,0,24.5,24.5
0403730,040373000295,0,0,0,1,1,0,185,11,1,0,0,27,22
0403780,040378001392,0,0,0,0,1,0,662,36,1,0,1,70,74
0403780,040378001987,0,0,0,0,1,0,616,40,1,0,1,65,63
0403780,040378002118,0,0,0,0,1,0,788,43,1,NA,1,67,73
0403780,040378002119,0,0,0,1,1,0,1624,77,1,0,1,64,71
0403780,040378002356,0,0,0,0,1,0,548,32,1,NA,1,68,72
0403780,040378002477,0,0,1,0,1,0,723,40,1,1,1,58,53
0403780,040378002663,0,0,1,0,1,0,866,41,1,0,1,73,70
0403780,040378002805,0,0,0,0,1,0,876,50,1,0,1,63,62
0403780,040378002835,0,0,0,1,1,0,1753,81,1,0,1,60,61
0403780,040378003007,0,0,1,0,1,0,850,44,1,0,1,66,66
0403780,040378003361,0,0,0,0,1,0,35,15,1,NA,NA,NA,NA
0403780,040378003381,0,0,1,1,1,0,844,41,1,NA,NA,58,53
0403780,040378003401,0,0,0,1,1,0,1018,46,1,NA,NA,64,68
0403780,040378003417,0,0,0,0,1,0,34,11,1,NA,NA,NA,NA
0403780,040378003490,0,0,0,0,1,0,708,35,1,0,1,85,89
0403820,040382000298,0,0,0,1,0,0,591,42,1,0,0,32,42
0403820,040382000299,0,0,0,1,0,0,337,19,1,0,0,29,22
0403820,040382000300,0,1,0,1,0,0,290,17,1,0,0,49,39
0403820,040382000301,0,0,0,1,0,0,212,18,1,0,0,NA,NA
0403820,040382002239,0,0,0,1,0,0,405,27,1,0,0,27,22
0403860,040386000068,0,0,0,0,0,0,81,4,0,0,0,NA,NA
0403860,040386000079,0,0,0,0,0,0,54,4,0,0,0,NA,NA
0403860,040386002365,0,0,0,0,0,0,12,0,0,0,0,NA,NA
0403860,040386003209,0,0,0,0,0,0,328,17,0,0,0,NA,NA
0403860,040386003535,0,0,0,0,0,0,110,8,1,0,0,10,10
0403860,040386003552,0,0,0,0,0,0,41,4,1,0,0,15,5
0403870,040387000306,0,0,0,1,1,1,1530,69,1,1,1,47,42
0403870,040387000307,0,0,1,0,1,0,287,18,1,1,1,54,38
0403870,040387000308,0,0,0,0,1,0,432,27,1,1,1,47,40
0403870,040387000381,0,0,1,0,1,0,621,34,1,1,1,52,45
0403870,040387001041,0,0,0,0,1,0,409,21,1,1,1,39,36
0403870,040387001057,0,0,1,0,0,0,791,36,1,1,1,60,64
0403870,040387001228,0,0,1,0,1,0,415,22,1,1,1,68,45
0403870,040387001465,0,0,1,0,1,0,514,31,1,1,1,38,34
0403870,040387002563,0,0,1,0,1,0,576,26,1,1,1,52,40
0403870,040387002926,0,0,0,0,1,0,68,3,0,0,1,NA,NA
0403900,040390000309,1,0,0,0,0,0,87,7,1,1,1,37,47
0403950,040395000310,0,0,0,1,0,1,163,12,1,0,0,10,10
0403950,040395000311,0,0,0,0,0,0,150,9,1,0,0,12,2.5
0403950,040395000312,0,0,0,1,0,0,377,31,1,0,0,2.5,7.5
0403950,040395000313,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
0403950,040395003210,0,0,0,0,0,0,11,0,1,0,0,24.5,24.5
0403950,040395003222,0,0,0,0,0,0,39,2,1,0,0,24.5,24.5
0403950,040395003566,0,0,0,1,0,0,226,15,1,0,0,24,24
0403960,040396000314,0,0,0,1,1,0,672,38,1,0,0,20,16
0403960,040396000315,1,1,1,1,1,1,815,40,1,0,0,13,8
0403960,040396000316,0,0,0,1,1,0,589,32,1,0,0,25,16
0403960,040396000317,0,0,0,1,1,0,583,34,1,0,0,22,22
0403960,040396000318,0,0,0,0,1,0,650,38,1,0,0,21,27
0403960,040396000319,0,0,0,1,1,0,606,34,1,0,0,15,29
0403960,040396000650,0,0,0,1,1,1,1076,56,1,0,0,16,20
0403960,040396001542,0,0,1,1,0,0,500,27,1,0,0,25,33
0403960,040396001543,0,0,0,0,1,0,137,9,0,0,0,NA,NA
0403960,040396001876,0,0,0,1,1,0,691,34,1,0,0,16,9
0403960,040396002282,1,1,1,0,1,0,473,26,1,0,0,33,27
0403990,040399000320,0,0,1,1,0,0,728,NA,1,0,0,33,30
0403990,040399002561,0,0,0,0,1,0,565,27,1,0,0,40,38
0403990,040399002811,0,0,1,1,1,0,641,28,1,0,0,34,30
0403990,040399002895,0,0,1,1,1,0,1313,52,1,0,0,27,42
0403990,040399002938,0,0,0,0,1,0,493,24,1,0,0,48,48
0403990,040399003067,0,0,1,1,1,0,523,24,1,0,0,36,35
0403990,040399003231,0,0,0,1,0,0,266,13,1,0,0,62,57
0404010,040401000321,0,0,0,1,0,0,248,11,1,0,0,67,57
0404010,040401000322,0,0,0,1,0,0,104,6,1,0,0,69.5,49.5
0404010,040401002542,0,0,0,0,0,0,64,0,0,0,0,47,42
0404060,040406000324,0,0,0,1,1,0,582,42,1,0,0,22,27
0404060,040406001160,0,0,1,1,1,0,608,39,1,0,0,20,14
0404060,040406001161,0,0,0,1,1,0,526,30,1,0,0,23,18
0404170,040417000330,0,0,0,0,0,0,73,6,1,1,1,44.5,34.5
0404230,040423000083,0,0,0,0,1,0,1013,56,1,0,1,53,47
0404230,040423000099,0,0,0,0,1,0,607,37,1,0,1,74,76
0404230,040423000297,0,0,0,0,1,0,588,34,1,0,1,57,60
0404230,040423000332,0,0,0,0,1,0,629,36,1,1,1,44,36
0404230,040423000334,0,0,0,0,1,1,932,52,1,1,1,38,32
0404230,040423000335,0,0,0,0,1,0,564,31,1,1,1,72,67
0404230,040423000336,0,0,0,0,1,0,615,36,1,0,1,67,70
0404230,040423000653,0,0,0,1,1,1,1130,57,1,0,1,64,53
0404230,040423000656,0,0,0,0,1,0,709,38,1,0,1,66,65
0404230,040423000660,0,0,0,0,1,0,526,29,1,0,1,79,80
0404230,040423000665,0,0,0,0,1,0,1073,54,1,0,1,70,70
0404230,040423000677,0,0,0,0,1,0,480,33,1,1,1,56,56
0404230,040423001127,0,0,0,0,1,0,533,34,1,1,1,38,37
0404230,040423001128,0,0,0,0,1,0,711,39,1,0,1,77,79
0404230,040423001231,0,0,0,0,1,0,479,29,1,0,1,65,63
0404230,040423001299,0,0,0,0,1,0,493,30,1,1,1,65,61
0404230,040423001300,0,0,0,1,1,1,828,51,1,0,1,56,52
0404230,040423001370,0,0,0,0,1,0,631,31,1,1,1,63,67
0404230,040423001371,0,0,0,0,1,0,552,31,1,0,1,58,55
0404230,040423001405,0,0,0,0,1,0,466,26,1,0,1,72,77
0404230,040423001466,0,0,0,0,1,0,651,38,1,0,1,79,84
0404230,040423001496,0,0,0,0,1,0,923,53,1,1,1,43,37
0404230,040423001546,0,0,0,0,1,0,547,28,1,0,1,88,86
0404230,040423001877,0,0,0,0,1,0,456,27,1,0,1,69,67
0404230,040423002000,0,0,0,0,1,0,636,35,1,0,1,57,67
0404280,040428000337,0,0,0,0,0,0,380,18,1,1,1,53,64
0404280,040428000338,0,0,0,1,0,0,885,38,1,1,1,36,45
0404280,040428000339,0,0,0,0,0,0,536,26,1,1,1,54,57
0404280,040428000340,0,0,0,0,0,0,632,29,1,0,1,67,68
0404280,040428000433,0,0,0,1,0,0,1677,78,1,1,1,27,37
0404280,040428001129,0,0,0,0,0,0,390,16,1,1,1,49,57
0404280,040428001130,0,0,0,0,0,0,326,16,1,1,1,46,42
0404280,040428002182,0,0,0,0,0,0,549,24,1,0,1,63,71
0404290,040429000341,0,0,0,1,1,1,746,45,1,1,1,34,33
0404290,040429000342,0,0,0,1,1,1,952,47,1,1,1,33,36
0404290,040429001391,0,0,0,1,0,1,801,32,1,1,1,84,84
0404290,040429002398,0,0,0,1,1,1,779,40,1,1,1,27,24
0404290,040429002769,0,0,0,1,1,1,754,40,1,1,1,35,36
0404290,040429002845,0,0,0,1,1,1,915,47,1,1,1,39,39
0404290,040429003336,0,0,0,1,1,1,1030,48,1,1,1,41,36
0404290,040429003530,0,0,0,1,1,1,973,47,1,1,1,35,37
0404320,040432000343,0,0,0,1,1,0,548,30,1,0,0,43,46
0404320,040432001467,0,0,0,0,1,0,539,30,1,0,0,49,50
0404320,040432002133,0,0,0,1,1,0,556,27,1,0,0,26,27
0404320,040432002383,0,0,0,0,1,0,656,31,1,0,0,56,59
0404320,040432002489,0,0,0,1,1,0,627,32,1,0,0,31,30
0404320,040432003480,0,0,0,0,1,0,463,25,1,0,0,41,44
0404380,040438000344,0,0,0,0,1,0,925,37,1,0,0,65,57
0404380,040438000345,0,1,1,0,1,0,659,29,1,0,0,69,71
0404380,040438001420,0,1,1,0,1,0,820,37,1,0,0,64,60
0404380,040438001547,0,1,1,0,1,0,994,41,1,0,0,58,60
0404380,040438001881,0,0,1,0,1,0,652,32,1,0,0,50,54
0404380,040438002003,0,0,0,0,1,0,29,4,0,0,0,30,10
0404380,040438002004,0,1,1,0,1,0,993,42,1,0,0,49,45
0404380,040438002342,0,1,0,0,0,0,761,32,1,0,0,55,51
0404380,040438002430,0,0,0,0,1,0,737,35,1,0,0,56,61
0404380,040438002431,0,0,1,0,1,0,841,35,1,0,0,54,61
0404380,040438002499,0,1,1,0,1,0,757,35,1,0,0,52,46
0404380,040438002782,0,1,0,0,1,0,693,30,1,0,0,69,72
0404380,040438003036,0,1,1,0,1,0,827,32,1,0,0,49,46
0404380,040438003185,0,1,0,0,1,0,814,34,1,0,0,61,59
0404380,040438003478,0,0,0,0,1,0,988,39,1,0,0,63,63
0404410,040441001302,0,0,0,0,0,0,191,11,1,0,0,37,32
0404410,040441002418,0,0,0,1,0,0,194,10,1,0,0,37,37
0404440,040444000347,0,0,0,0,1,0,597,37,1,0,0,21,16
0404440,040444002247,0,0,0,0,1,0,910,52,1,0,0,31,27
0404440,040444002435,0,0,0,0,1,0,830,49,1,0,0,34,35
0404440,040444002497,0,0,0,0,1,0,941,51,1,0,0,32,27
0404440,040444002771,0,0,0,0,1,0,964,51,1,0,0,36,25
0404440,040444002908,0,0,0,0,1,0,791,45,1,0,0,30,27
0404440,040444003533,0,0,0,0,1,0,589,32,1,0,0,30,19
0404500,040450000353,0,0,0,0,1,0,461,29,1,0,0,72,77
0404500,040450000354,0,0,0,0,1,0,799,38,1,0,0,62,62
0404500,040450000355,0,0,0,0,1,0,978,47,1,0,0,53,48
0404500,040450000357,0,0,0,0,1,0,365,18,1,0,0,30,28
0404500,040450000358,0,0,0,0,1,0,955,43,1,0,0,70,66
0404500,040450000359,0,0,0,0,1,0,812,44,1,0,0,50,49
0404500,040450000678,0,0,0,0,1,0,575,31,1,0,0,38,51
0404500,040450002874,0,0,0,0,1,0,804,33,1,0,0,80,87
0404530,040453000361,1,0,1,0,0,0,114,13,1,1,1,47,52
0404570,040457000363,0,0,1,0,1,0,307,18,1,1,1,42,32
0404570,040457000364,0,0,0,0,1,0,101,6,1,1,1,NA,NA
0404570,040457000365,0,0,0,1,1,1,104,3,0,1,1,22,37
0404570,040457000366,0,0,0,1,1,1,222,12,1,1,1,30,49.5
0404630,040463000333,0,0,0,1,1,0,517,28,1,1,1,50,52
0404630,040463000367,0,0,0,1,1,0,579,45,1,1,1,34,29
0404630,040463000368,0,0,0,1,1,1,1091,49,1,1,1,29,32
0404630,040463000369,0,0,0,1,1,0,463,29,1,1,1,39,47
0404630,040463000370,0,0,0,1,1,1,2077,98,1,1,1,42,47
0404630,040463000984,0,0,0,1,1,0,505,30,1,0,1,58,49
0404630,040463000999,0,0,0,0,0,0,10,6,0,1,1,NA,NA
0404630,040463001069,0,0,0,1,1,0,309,27,1,1,1,47,47
0404630,040463001131,0,0,0,1,1,1,774,35,1,0,1,32,30
0404630,040463001163,0,0,0,1,1,0,475,29,1,1,1,50,42
0404630,040463001164,0,0,0,1,1,0,620,0,1,0,1,24,24
0404630,040463001165,0,0,0,1,1,0,361,28,1,1,1,25,24
0404630,040463001372,0,0,0,1,1,1,1549,85,1,0,1,52,47
0404630,040463001408,0,0,0,1,1,0,624,38,1,1,1,55,60
0404630,040463002197,0,0,0,1,1,0,558,32,1,0,1,60,61
0404630,040463002784,0,0,0,1,1,0,495,27,1,0,1,58,60
0404630,040463003302,0,0,0,1,0,0,91,0,0,1,1,5,15
0404630,040463003516,0,0,0,1,1,0,547,30,1,NA,NA,67,68
0404720,040472000371,0,0,0,1,1,0,668,35,1,1,1,41,48
0404720,040472000372,0,0,0,1,1,1,2058,88,1,1,1,30,28
0404720,040472001468,0,0,0,1,1,1,851,32,1,1,1,27,25
0404720,040472002560,0,0,0,1,1,0,472,25,1,1,1,68,69
0404720,040472002665,0,0,0,1,1,0,403,23,1,1,1,44,44
0404720,040472002914,0,0,0,1,1,1,648,30,1,1,1,31,27
0404720,040472002920,0,0,1,1,1,0,629,NA,1,1,1,52,54
0404720,040472002922,0,0,0,1,1,0,577,37,1,NA,NA,42,43
0404720,040472003113,0,0,0,1,1,0,372,21,1,1,1,52,52
0404770,040477001005,0,0,0,1,1,0,302,18,1,1,1,28,27
0404770,040477002400,0,0,0,1,1,0,335,16,1,1,1,27,32
0404820,040482000374,0,1,1,0,0,1,311,23,1,1,1,40,35
0404820,040482000375,0,0,1,0,0,1,159,13,1,1,1,24.5,24.5
0404860,040486000376,1,0,0,0,0,0,127,11,1,1,1,12,12
0404920,040492000377,0,0,0,0,0,0,52,3,1,1,1,49.5,30
0404970,040497000118,0,0,1,0,0,0,551,24,1,0,1,72,67
0404970,040497000229,0,0,0,1,1,0,580,32,1,1,1,23,18
0404970,040497000230,0,0,0,0,0,0,717,38,1,1,1,59,62
0404970,040497000378,0,0,1,0,1,0,699,36,1,1,1,32,34
0404970,040497000380,0,0,0,1,1,1,1019,52,1,1,1,22,26
0404970,040497000382,0,0,0,1,0,0,654,36,1,1,1,32,34
0404970,040497000383,0,0,1,1,1,0,524,27,1,1,1,27,28
0404970,040497000384,0,0,1,1,0,0,824,39,1,1,1,35,34
0404970,040497000385,0,0,0,1,1,0,612,33,1,1,1,41,37
0404970,040497000386,0,0,0,0,0,0,738,35,1,0,1,75,80
0404970,040497000387,0,0,1,1,1,1,999,45,1,1,1,48,54
0404970,040497000388,0,0,0,0,0,0,524,28,1,0,1,69,70
0404970,040497000389,0,0,0,0,1,0,494,28,1,1,1,25,25
0404970,040497000391,0,0,0,0,1,0,644,33,1,1,1,26,20
0404970,040497000393,0,0,0,1,1,0,551,33,1,1,1,41,45
0404970,040497000394,0,0,1,0,1,0,602,31,1,1,1,31,25
0404970,040497000396,0,0,1,1,1,1,1032,51,1,1,1,20,17
0404970,040497000397,0,0,0,1,0,0,393,27,1,1,1,30,30
0404970,040497000398,0,0,0,1,1,0,759,41,1,1,1,30,36
0404970,040497000399,0,0,1,0,1,0,440,23,1,1,1,26,34
0404970,040497000400,0,0,0,1,1,0,489,29,1,1,1,27,22
0404970,040497000401,0,0,0,1,1,0,533,32,1,1,1,27,33
0404970,040497000402,0,0,0,0,0,0,574,29,1,0,1,73,78
0404970,040497000404,0,0,1,1,1,1,3508,166,1,0,1,35,44
0404970,040497000406,0,0,1,1,1,1,3256,152,1,0,1,63,69
0404970,040497000409,0,0,1,1,1,1,961,50,1,1,1,36,34
0404970,040497000411,0,0,0,0,1,0,521,27,1,1,1,32,29
0404970,040497000412,0,0,1,1,1,1,941,46,1,1,1,17,16
0404970,040497000413,0,0,1,0,1,0,558,30,1,1,1,25,24
0404970,040497000415,0,0,1,0,1,0,736,36,1,1,1,35,29
0404970,040497000416,0,0,0,1,0,0,482,28,1,1,1,47,53
0404970,040497000417,0,0,0,0,0,0,455,24,1,1,1,54,55
0404970,040497000418,0,0,1,1,1,0,666,37,1,1,1,26,20
0404970,040497000419,0,0,1,1,1,1,3282,155,1,0,1,44,44
0404970,040497000420,0,0,0,0,1,0,662,33,1,1,1,39,38
0404970,040497000421,0,0,1,0,0,0,538,26,1,1,1,37,30
0404970,040497000551,0,0,0,0,1,0,554,27,1,0,1,64,60
0404970,040497000553,0,0,0,0,1,0,543,31,1,1,1,62,59
0404970,040497000580,0,0,0,1,1,0,971,47,1,0,1,52,66
0404970,040497001070,0,0,0,0,1,0,537,32,1,1,1,40,46
0404970,040497001071,0,0,1,1,1,0,630,35,1,1,1,35,35
0404970,040497001072,0,0,0,0,1,0,655,33,1,1,1,61,55
0404970,040497001073,0,0,0,0,1,0,793,40,1,1,1,59,56
0404970,040497001074,0,0,0,1,1,0,608,31,1,1,1,49,44
0404970,040497001132,0,0,1,1,1,1,2364,117,1,0,1,45,52
0404970,040497001166,0,0,0,1,0,0,616,33,1,1,1,42,43
0404970,040497001167,0,0,0,0,0,0,375,17,1,1,1,42,37
0404970,040497001186,0,0,0,0,0,0,809,40,1,0,1,82,84
0404970,040497001188,0,0,0,0,0,0,671,0,1,0,1,51,28
0404970,040497001233,0,0,1,1,1,0,580,33,1,1,1,59,63
0404970,040497001234,0,0,1,1,1,1,1150,58,1,1,1,34,41
0404970,040497001305,0,0,1,1,1,0,580,33,1,1,1,53,58
0404970,040497001374,0,0,0,1,1,0,491,31,1,1,1,53,56
0404970,040497001375,0,0,0,1,1,0,853,40,1,1,1,69,71
0404970,040497001376,0,0,1,1,1,0,682,36,1,1,1,37,41
0404970,040497001409,0,0,0,1,1,0,442,24,1,1,1,45,53
0404970,040497001410,0,0,0,1,1,0,510,32,1,1,1,53,48
0404970,040497001411,0,0,1,1,1,1,3376,158,1,0,1,62,74
0404970,040497001469,0,0,0,1,0,0,741,33,1,0,1,71,75
0404970,040497001497,0,0,0,0,1,0,522,30,1,1,1,48,50
0404970,040497001550,0,0,1,1,1,0,511,28,1,1,1,40,46
0404970,040497001667,0,0,0,0,1,0,635,34,1,1,1,51,59
0404970,040497001827,0,0,0,0,1,0,642,33,1,1,1,61,58
0404970,040497001830,0,0,1,1,1,1,2510,124,1,0,1,44,48
0404970,040497001831,0,0,0,1,0,1,314,18,1,0,1,7.5,12
0404970,040497001832,0,0,0,1,0,0,129,0,0,0,1,42,52
0404970,040497001981,0,0,1,1,1,0,574,30,1,1,1,20,22
0404970,040497002108,0,0,0,1,0,0,543,27,1,1,1,58,58
0404970,040497002109,0,0,0,0,1,0,182,30,0,0,1,NA,NA
0404970,040497002110,0,0,0,1,1,0,1003,52,1,1,1,36,26
0404970,040497002280,0,0,0,0,1,0,879,42,1,0,1,64,64
0404970,040497002337,0,0,0,0,0,0,56,0,0,0,1,NA,NA
0404970,040497002770,0,0,0,0,0,0,438,20,1,0,1,98,96
0404970,040497003005,0,0,0,0,0,0,272,12,1,0,1,93,89
0404970,040497003205,0,0,0,0,0,0,344,16,1,0,1,72,72
0404970,040497003229,0,0,1,1,1,1,1086,56,1,1,1,68,64
0404970,040497003348,0,0,0,0,0,0,885,37,1,0,1,87,85
0404970,040497003377,0,0,0,0,1,0,267,32,0,NA,NA,NA,NA
0404970,040497001831,0,0,0,0,0,0,314,18,1,0,1,7.5,12
0404970,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404970,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404970,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404970,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0404970,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0405030,040503001077,1,1,0,1,1,1,448,19,1,1,1,22,22
0405030,040503001134,0,0,0,0,1,1,229,13,1,1,1,25,28
0405030,040503002789,0,0,0,0,1,1,27,3,0,0,1,NA,NA
0405030,040503003134,0,1,0,0,1,1,342,16,1,1,1,27,17
0405070,040507000430,0,0,1,1,1,1,1164,56,1,1,1,37,42
0405100,040510000431,0,0,0,0,0,0,19,3,1,0,0,75,75
0405190,040519001414,0,0,0,0,0,0,385,16,1,1,1,26,25
0405190,040519001415,0,0,0,0,0,0,376,23,1,NA,NA,NA,NA
0405190,040519001758,0,0,0,0,0,0,335,16,1,NA,NA,41,37
0405220,040522000436,0,0,0,0,0,0,165,9,1,1,1,42,42
0405320,040532000438,0,0,0,0,0,0,682,36,1,0,0,57,63
0405320,040532000441,0,0,0,1,0,0,331,21,1,0,0,54.5,54.5
0405320,040532003369,0,0,0,1,0,0,394,NA,1,0,0,55,40
0405340,040534000442,0,0,0,1,0,0,121,9,1,0,0,27,32
0405360,040536000961,0,0,0,0,0,0,28,2,0,0,0,NA,NA
0405360,040536000963,0,0,0,0,0,0,25,3,0,0,0,NA,NA
0405400,040540000445,0,0,0,1,1,0,452,16,1,0,0,12,15
0405400,040540000446,0,0,0,1,1,0,215,9,1,0,0,12,7.5
0405400,040540000447,1,0,0,1,1,0,580,19,1,0,0,15,21
0405400,040540001309,0,0,0,1,1,0,382,15,1,0,0,24,21
0405430,040543000448,0,0,1,0,1,0,286,15,1,0,0,13,14
0405460,040546000449,0,0,0,1,0,0,335,19,1,0,0,32,34
0405460,040546002875,0,0,0,1,0,0,432,21,1,0,0,43,34
0405500,040550001237,0,0,0,0,0,0,12,2,0,0,0,75,NA
0405530,040553000451,0,0,0,1,0,0,406,20,1,1,1,29,23
0405530,040553000453,0,0,0,1,0,0,428,21,1,1,1,47,47
0405530,040553000454,0,0,0,1,0,0,382,18,1,1,1,52,52
0405530,040553000455,0,0,0,1,0,1,1814,76,1,1,1,32,47
0405530,040553000456,0,0,0,1,0,1,617,0,1,1,1,20,20
0405530,040553001034,0,0,0,1,0,0,262,17,1,1,1,57,62
0405530,040553001238,0,0,0,1,0,1,730,0,1,1,1,38,41
0405530,040553001310,0,0,0,1,0,0,535,25,1,1,1,38,37
0405530,040553001470,0,0,0,1,0,0,547,25,1,1,1,66,72
0405530,040553001552,0,0,0,1,0,0,121,10,1,1,1,10,10
0405640,040564001416,0,0,0,0,0,0,360,25,1,1,1,27,24
0405670,040567000459,0,1,0,0,1,1,456,23,1,0,0,35,42
0405670,040567000460,0,0,0,0,1,0,661,31,1,0,0,37,47
0405670,040567000461,0,1,0,0,1,0,545,27,1,0,0,27,37
0405670,040567000464,0,0,0,0,1,0,606,35,1,0,0,27,28
0405670,040567001170,0,0,0,0,1,0,561,33,1,0,0,25,36
0405670,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0405730,040573000466,0,0,0,0,0,0,18,1,1,1,1,24.5,24.5
0405760,040576000467,0,0,0,0,0,0,69,7,1,0,0,54.5,54.5
0405820,040582000468,0,0,0,1,1,0,645,NA,1,1,1,21,18
0405820,040582000469,0,1,1,1,1,1,748,41,1,1,1,30,30
0405820,040582001078,0,0,0,1,1,0,712,41,1,1,1,27,26
0405820,040582001312,0,0,0,1,1,0,543,32,1,1,1,NA,NA
0405820,040582003492,0,0,0,0,0,0,39,2,1,NA,NA,24.5,24.5
0405850,040585000470,0,0,1,0,0,0,454,22,1,1,1,46,47
0405880,040588000471,0,0,0,1,1,0,452,26,1,1,1,46,46
0405880,040588001498,0,0,0,1,1,0,441,24,1,1,1,48,52
0405880,040588001818,0,0,0,0,0,0,24,2,1,0,1,NA,NA
0405930,040593000126,0,0,0,0,1,1,674,40,1,1,1,40,44
0405930,040593000130,0,0,0,0,1,1,517,27,1,1,1,20,16
0405930,040593000276,0,0,0,0,1,0,635,35,1,0,1,72,71
0405930,040593000473,0,0,0,0,1,1,356,33,1,1,1,32,32
0405930,040593000475,0,0,0,0,1,1,441,34,1,1,1,38,35
0405930,040593000477,0,0,0,0,1,0,506,37,1,NA,1,48,36
0405930,040593000478,0,0,0,0,1,0,448,28,1,0,1,69,63
0405930,040593000479,0,0,1,1,1,0,937,38,1,0,1,63,57
0405930,040593000482,0,0,0,0,1,1,525,38,1,1,1,40,45
0405930,040593000483,0,0,0,0,1,1,496,40,1,1,1,29,27
